,cluster,file_path
18,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/K/TRAAKOM12903D14D9F.h5
19,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/K/TRAAKQA128F424B272.h5
20,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/K/TRAAKQS128F4224DE1.h5
21,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/L/TRAALAH128E078234A.h5
22,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/M/TRAAMBM128F4248306.h5
23,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/M/TRAAMLX12903CF5B92.h5
24,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/N/TRAANTZ128E0792529.h5
25,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/N/TRAANZE128F148BF55.h5
26,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/O/TRAAOPV128F92F7CE9.h5
27,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/P/TRAAPHH128F145D947.h5
28,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/P/TRAAPPQ128F14961F5.h5
29,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/P/TRAAPVV128F425D64C.h5
30,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/Q/TRAAQZY128F9364CC3.h5
31,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/R/TRAARCW12903CEB779.h5
32,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/S/TRAASFP128F42980BD.h5
33,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/S/TRAASKR128F92DF3D1.h5
34,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/S/TRAASKZ128F9308820.h5
35,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/S/TRAASMT12903CC238B.h5
36,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/S/TRAASNR12903CB443D.h5
37,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/T/TRAATZB12903CC59D8.h5
38,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/V/TRAAVUT128F92F74F7.h5
39,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/W/TRAAWSJ128F933D7EF.h5
40,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/X/TRAAXWM128F428A0F1.h5
41,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/Y/TRAAYGH128F92ECD16.h5
42,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/Y/TRAAYGT128F4262DDF.h5
43,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/Z/TRAAZJU12903C980B6.h5
44,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/Z/TRAAZVF128F145BFED.h5
45,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/A/Z/TRAAZVG128F425A9BD.h5
46,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/A/TRABAFJ128F42AF24E.h5
47,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/A/TRABAHZ128F933BD45.h5
48,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/A/TRABAYJ128F92E34EC.h5
49,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/B/TRABBFC128F428DFC5.h5
50,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/B/TRABBNH128F93392A1.h5
51,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/B/TRABBNN128F931E094.h5
52,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/C/TRABCJP128F4228913.h5
53,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/E/TRABEIK128F1456D56.h5
54,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/G/TRABGCD128F42884EB.h5
55,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/G/TRABGMB128F92E8CF7.h5
56,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/G/TRABGRH12903CB2ACA.h5
57,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/H/TRABHTY12903CCE195.h5
58,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/I/TRABITZ12903CA9B5A.h5
59,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/I/TRABIYX128F4286244.h5
60,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/J/TRABJCV128F4290D34.h5
61,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/K/TRABKUJ128F4292445.h5
62,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/L/TRABLGN128F933D417.h5
63,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/L/TRABLNQ128F930E053.h5
64,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/L/TRABLTP128F930DC6D.h5
65,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/M/TRABMFI128F1476F9F.h5
66,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/M/TRABMIC128F9314139.h5
67,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/M/TRABMSM12903CB9625.h5
68,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/N/TRABNZK128F42AB221.h5
69,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/P/TRABPDX128F421FAAE.h5
70,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/P/TRABPKX128F14938FE.h5
71,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Q/TRABQDP128F42921F8.h5
72,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Q/TRABQDW128F92F27C4.h5
73,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Q/TRABQEP128F427F957.h5
74,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Q/TRABQUM12903C9A618.h5
75,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/R/TRABRMZ128F4261DED.h5
76,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/R/TRABRUJ128F42ADE0D.h5
77,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/S/TRABSFZ128E07936F7.h5
78,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/T/TRABTWX128F42B8619.h5
79,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/U/TRABUCZ128F424163A.h5
80,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/U/TRABUSZ128F4257BAB.h5
81,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/U/TRABUXE12903D16619.h5
82,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/V/TRABVAW12903CDE0A2.h5
83,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/V/TRABVQY128F9329431.h5
84,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/V/TRABVVK12903CF09C8.h5
85,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/V/TRABVVN12903CB6445.h5
86,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/W/TRABWCG12903CF85F4.h5
87,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/X/TRABXWL128F930C085.h5
88,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Y/TRABYJG128F424D12B.h5
89,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Y/TRABYQX128F427CF08.h5
90,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Y/TRABYWC128F9307C66.h5
91,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Z/TRABZDG128F931803F.h5
92,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Z/TRABZSL128F932A529.h5
93,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Z/TRABZYK12903D000B2.h5
94,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/B/Z/TRABZZD128F9334C0B.h5
95,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/B/TRACBNP128F4278243.h5
96,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/C/TRACCYA128F424AD33.h5
97,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/D/TRACDHB12903CDF8F6.h5
98,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/D/TRACDLP12903CBE918.h5
99,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/D/TRACDWG128F428B068.h5
100,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/E/TRACEDW128EF353CA4.h5
101,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/E/TRACETV12903CDD0F6.h5
102,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/E/TRACEUX128F425CE5A.h5
103,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/F/TRACFHZ128F4227BA4.h5
104,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/F/TRACFSA12903CC089B.h5
105,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/H/TRACHCK128F425AD97.h5
106,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/H/TRACHRV128F4214FB6.h5
107,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/I/TRACIQM128E079691F.h5
108,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/I/TRACIRX12903CB5FF1.h5
109,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/J/TRACJSK128F92EDF79.h5
110,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/J/TRACJWL128F92FB60E.h5
111,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/J/TRACJYX128F1453469.h5
112,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/K/TRACKAP128F425B741.h5
113,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/L/TRACLRS12903CE9386.h5
114,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/M/TRACMAJ128F1458881.h5
115,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/M/TRACMKU128F4263E6F.h5
116,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/M/TRACMMC128F92FA031.h5
117,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/M/TRACMSA128F149ED25.h5
118,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/N/TRACNAS128F14567C6.h5
119,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/N/TRACNDV12903C9ABA7.h5
120,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/N/TRACNMH12903CA9CCC.h5
121,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/O/TRACOLT128F427FF6E.h5
122,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/O/TRACOVU128EF34B7F4.h5
123,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/P/TRACPDO128F9333AA7.h5
124,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/P/TRACPEN128F4293F01.h5
125,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/P/TRACPLH128F428D852.h5
126,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Q/TRACQIB128F147DAC4.h5
127,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Q/TRACQOD128F42A8237.h5
128,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/R/TRACRLM128F4250135.h5
129,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/R/TRACROF128F4276061.h5
130,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/R/TRACRON12903CB59E6.h5
131,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/R/TRACRRO128F92F34B9.h5
132,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/S/TRACSLD128F423F326.h5
133,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/S/TRACSSJ128F92E195B.h5
134,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/S/TRACSYG128F9320552.h5
135,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/T/TRACTES128F427AD28.h5
136,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/U/TRACUCQ128F92FFBF7.h5
137,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/W/TRACWDQ128F92EB12F.h5
138,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/W/TRACWFC128F4298670.h5
139,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/W/TRACWGP12903CA4553.h5
140,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/X/TRACXGH128F931686C.h5
141,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/X/TRACXUG128F428623A.h5
142,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/X/TRACXXJ128F426A02A.h5
143,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Y/TRACYCJ128F9309246.h5
144,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Y/TRACYKX128F427FF3A.h5
145,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Y/TRACYOR128F427FB1D.h5
146,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Z/TRACZDY128F92EE2F1.h5
147,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Z/TRACZJA128F429E665.h5
148,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/C/Z/TRACZKB128F9318F9D.h5
149,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/A/TRADABC128F4274FCC.h5
150,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/A/TRADASY128F92FDD54.h5
151,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/A/TRADAZK128F42680BA.h5
152,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/B/TRADBSC12903CE6B21.h5
153,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/C/TRADCIF128F9338278.h5
154,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/C/TRADCQI128F42664A8.h5
155,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/C/TRADCTM128F42BADA7.h5
156,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/C/TRADCVS128F932D857.h5
157,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/D/TRADDXS12903CEDB38.h5
158,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/D/TRADDZH128F426FD4C.h5
159,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/E/TRADEMD128F9356336.h5
160,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/E/TRADEPB12903CCBAEE.h5
161,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/E/TRADEUA128F4271E30.h5
162,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/F/TRADFCO12903CA9439.h5
163,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/F/TRADFPY128F92D2B4E.h5
164,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/G/TRADGRA128F429B7A4.h5
165,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/H/TRADHSY128F93046C3.h5
166,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/H/TRADHUZ128F148885D.h5
167,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/I/TRADIKH128F42793CB.h5
168,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/I/TRADIMS12903CA901D.h5
169,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/I/TRADIVW128F92E72F4.h5
170,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/J/TRADJBU128F42951F1.h5
171,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/J/TRADJBZ128F1491A61.h5
172,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/J/TRADJGT12903C9EE47.h5
173,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/K/TRADKCM128F42728E9.h5
174,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/K/TRADKYD128F4286CB0.h5
175,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/N/TRADNFJ128F92FFA5A.h5
176,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/O/TRADOPC128F426A358.h5
177,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/O/TRADOQI128F14A9DD6.h5
178,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/O/TRADOZB128F42312BB.h5
179,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/P/TRADPNM128F933F8EA.h5
180,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/Q/TRADQXE128F1466AB9.h5
181,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/S/TRADSQZ128F42707D7.h5
182,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/S/TRADSUF12903CB68F4.h5
183,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/T/TRADTCD128F93358C5.h5
184,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/T/TRADTKC12903D0BB81.h5
185,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/T/TRADTWS128F4241AC1.h5
186,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/T/TRADTYX128F9310F00.h5
187,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/U/TRADUNI12903CF7586.h5
188,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/U/TRADUOE128F42953E9.h5
189,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/U/TRADUOO128F92DB976.h5
190,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/W/TRADWDN128F92F2F7C.h5
191,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/W/TRADWGA128F92D4C7B.h5
192,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/W/TRADWNF128E0792485.h5
193,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/W/TRADWVP128F1465037.h5
194,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/Y/TRADYDU128F1484B2C.h5
195,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/Y/TRADYQK128F42A762A.h5
196,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/Z/TRADZQV128F14A5760.h5
197,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/D/Z/TRADZXK128F429DB92.h5
198,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/A/TRAEAGR128F4254E71.h5
199,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/A/TRAEAKO12903CBC9A2.h5
200,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/A/TRAEARU128E0781A02.h5
201,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/A/TRAEAWW128F42975CE.h5
202,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/B/TRAEBPG128F14AA0DA.h5
203,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/B/TRAEBRA12903CAD82E.h5
204,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/C/TRAECVB128F9316E44.h5
205,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/C/TRAECVI128F931D776.h5
206,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/E/TRAEEBP128EF3673A7.h5
207,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/E/TRAEEVW128F4244269.h5
208,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/G/TRAEGAZ128F426240C.h5
209,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/G/TRAEGTE128F145C210.h5
210,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/H/TRAEHHJ12903CF492F.h5
211,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/H/TRAEHMU128F92FAE6E.h5
212,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/I/TRAEIKB128F424623C.h5
213,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/I/TRAEINL12903CBAC41.h5
214,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/I/TRAEIVO128F931212E.h5
215,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/J/TRAEJCN128F4294220.h5
216,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/J/TRAEJFS128F92DE220.h5
217,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/K/TRAEKBV12903CFCE2F.h5
218,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/L/TRAELXD128F14A8B21.h5
219,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/M/TRAEMDX128F42769A9.h5
220,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/M/TRAEMIU128F14641D6.h5
221,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/M/TRAEMNZ128F9334662.h5
222,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/N/TRAENSA128F1454820.h5
223,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/N/TRAENTQ12903CE97D3.h5
224,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/N/TRAENVC128F932266F.h5
225,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/N/TRAENWD128F426C247.h5
226,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/N/TRAENXC128F4288AC5.h5
227,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/N/TRAENZH128F42AFD9A.h5
228,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/O/TRAEOFL128F14A91A2.h5
229,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/O/TRAEOOG128F148B494.h5
230,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/P/TRAEPWU128F4284887.h5
231,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Q/TRAEQFX128F9333D39.h5
232,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Q/TRAEQGT128F92CB708.h5
233,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Q/TRAEQQU128F933569D.h5
234,1.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Q/TRAEQUD128F4299006.h5
235,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Q/TRAEQZJ128F93522F8.h5
236,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/R/TRAERDH12903CB24F2.h5
237,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/R/TRAERLD128F425A9A8.h5
238,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/R/TRAERUT128F429B075.h5
239,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/R/TRAERWQ128F92C2024.h5
240,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/S/TRAESSB128F148B71B.h5
241,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/U/TRAEUZS128F4268AE7.h5
242,3.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/V/TRAEVKC12903CF49F1.h5
243,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/W/TRAEWQE128F1459AF6.h5
244,2.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Y/TRAEYLV128F92E6D70.h5
245,0.0,/Users/shiluyuan/Downloads/bigdataproject/musicdata/A/E/Y/TRAEYME128F92FDD16.h5
